traj_id,t,step,x,y,theta,v,omega,via_angle_deg,via_radius,clearance,w_effort,w_smooth
0,4.1000,41,0.628195,0.250849,0.602545,0.215071,0.077658,-135.0,3.818,0.015,1.000,25.000
0,4.2000,42,0.645867,0.263106,0.610311,0.216292,0.074313,-135.0,3.818,0.015,1.000,25.000
0,4.3000,43,0.663545,0.275568,0.617742,0.217451,0.070981,-135.0,3.818,0.015,1.000,25.000
0,4.4000,44,0.681227,0.288226,0.624840,0.218549,0.067662,-135.0,3.818,0.015,1.000,25.000
0,4.5000,45,0.698909,0.301070,0.631606,0.219590,0.064354,-135.0,3.818,0.015,1.000,25.000
0,4.6000,46,0.716590,0.314092,0.638042,0.220578,0.061059,-135.0,3.818,0.015,1.000,25.000
0,4.7000,47,0.734268,0.327285,0.644148,0.221515,0.057774,-135.0,3.818,0.015,1.000,25.000
0,4.8000,48,0.751942,0.340638,0.649925,0.222408,0.054499,-135.0,3.818,0.015,1.000,25.000
0,4.9000,49,0.769612,0.354145,0.655375,0.223262,0.051233,-135.0,3.818,0.015,1.000,25.000
0,5.0000,50,0.787277,0.367797,0.660498,0.224086,0.047974,-135.0,3.818,0.015,1.000,25.000
0,5.1000,51,0.804940,0.381587,0.665296,0.224888,0.044721,-135.0,3.818,0.015,1.000,25.000
0,5.2000,52,0.822602,0.395509,0.669768,0.225680,0.041472,-135.0,3.818,0.015,1.000,25.000
0,5.3000,53,0.840265,0.409556,0.673915,0.226476,0.038224,-135.0,3.818,0.015,1.000,25.000
0,5.4000,54,0.857935,0.423723,0.677737,0.227296,0.034977,-135.0,3.818,0.015,1.000,25.000
0,5.5000,55,0.875616,0.438006,0.681235,0.228162,0.031726,-135.0,3.818,0.015,1.000,25.000
0,5.6000,56,0.893316,0.452403,0.684408,0.229103,0.028471,-135.0,3.818,0.015,1.000,25.000
0,5.7000,57,0.911047,0.466912,0.687255,0.230155,0.025208,-135.0,3.818,0.015,1.000,25.000
0,5.8000,58,0.928819,0.481536,0.689776,0.231361,0.021934,-135.0,3.818,0.015,1.000,25.000
0,5.9000,59,0.946650,0.496278,0.691969,0.232775,0.018648,-135.0,3.818,0.015,1.000,25.000
0,6.0000,60,0.964559,0.511147,0.693834,0.234465,0.015347,-135.0,3.818,0.015,1.000,25.000
0,6.1000,61,0.982573,0.526155,0.695368,0.236509,0.012029,-135.0,3.818,0.015,1.000,25.000
0,6.2000,62,1.000724,0.541318,0.696571,0.239005,0.008695,-135.0,3.818,0.015,1.000,25.000
0,6.3000,63,1.019050,0.556661,0.697441,0.242067,0.005345,-135.0,3.818,0.015,1.000,25.000
0,6.4000,64,1.037600,0.572212,0.697975,0.245830,0.001981,-135.0,3.818,0.015,1.000,25.000
0,6.5000,65,1.056433,0.588013,0.698173,0.250453,-0.001391,-135.0,3.818,0.015,1.000,25.000
0,6.6000,66,1.075619,0.604111,0.698034,0.256116,-0.004764,-135.0,3.818,0.015,1.000,25.000
0,6.7000,67,1.095244,0.620568,0.697558,0.263022,-0.008125,-135.0,3.818,0.015,1.000,25.000
0,6.8000,68,1.115409,0.637455,0.696745,0.271394,-0.011457,-135.0,3.818,0.015,1.000,25.000
0,6.9000,69,1.136233,0.654859,0.695600,0.281472,-0.014737,-135.0,3.818,0.015,1.000,25.000
0,7.0000,70,1.157854,0.672881,0.694126,0.293497,-0.017934,-135.0,3.818,0.015,1.000,25.000
0,7.1000,71,1.180430,0.691636,0.692333,0.307700,-0.021009,-135.0,3.818,0.015,1.000,25.000
0,7.2000,72,1.204136,0.711253,0.690232,0.324272,-0.023915,-135.0,3.818,0.015,1.000,25.000
0,7.3000,73,1.229165,0.731870,0.687840,0.343328,-0.026592,-135.0,3.818,0.015,1.000,25.000
0,7.4000,74,1.255720,0.753631,0.685181,0.364850,-0.028972,-135.0,3.818,0.015,1.000,25.000
0,7.5000,75,1.284004,0.776678,0.682284,0.388607,-0.030978,-135.0,3.818,0.015,1.000,25.000
0,7.6000,76,1.314203,0.801136,0.679186,0.414043,-0.032524,-135.0,3.818,0.015,1.000,25.000
0,7.7000,77,1.346462,0.827092,0.675934,0.440130,-0.033522,-135.0,3.818,0.015,1.000,25.000
0,7.8000,78,1.380843,0.854570,0.672581,0.465154,-0.033889,-135.0,3.818,0.015,1.000,25.000
0,7.9000,79,1.417277,0.883488,0.669193,0.486445,-0.033559,-135.0,3.818,0.015,1.000,25.000
0,8.0000,80,1.455481,0.913601,0.665837,0.500000,-0.032500,-135.0,3.818,0.015,1.000,25.000
0,8.1000,81,1.494851,0.944422,0.662587,0.500000,-0.030738,-135.0,3.818,0.015,1.000,25.000
0,8.2000,82,1.534318,0.975120,0.659513,0.500000,-0.028345,-135.0,3.818,0.015,1.000,25.000
0,8.3000,83,1.573876,1.005700,0.656678,0.500000,-0.025399,-135.0,3.818,0.015,1.000,25.000
0,8.4000,84,1.613516,1.036174,0.654139,0.500000,-0.021950,-135.0,3.818,0.015,1.000,25.000
0,8.5000,85,1.653228,1.066555,0.651943,0.500000,-0.018014,-135.0,3.818,0.015,1.000,25.000
0,8.6000,86,1.693001,1.096855,0.650142,0.500000,-0.013560,-135.0,3.818,0.015,1.000,25.000
0,8.7000,87,1.732821,1.127093,0.648786,0.500000,-0.008514,-135.0,3.818,0.015,1.000,25.000
0,8.8000,88,1.772675,1.157287,0.647935,0.500000,-0.002767,-135.0,3.818,0.015,1.000,25.000
0,8.9000,89,1.812546,1.187459,0.647658,0.500000,0.003815,-135.0,3.818,0.015,1.000,25.000
0,9.0000,90,1.852415,1.217632,0.648039,0.500000,0.011374,-135.0,3.818,0.015,1.000,25.000
0,9.1000,91,1.892261,1.247836,0.649177,0.500000,0.020043,-135.0,3.818,0.015,1.000,25.000
0,9.2000,92,1.932060,1.278103,0.651181,0.500000,0.029922,-135.0,3.818,0.015,1.000,25.000
0,9.3000,93,1.971783,1.308468,0.654173,0.500000,0.041051,-135.0,3.818,0.015,1.000,25.000
0,9.4000,94,2.011398,1.338975,0.658278,0.500000,0.053388,-135.0,3.818,0.015,1.000,25.000
0,9.5000,95,2.050868,1.369668,0.663617,0.500000,0.066777,-135.0,3.818,0.015,1.000,25.000
0,9.6000,96,2.090153,1.400598,0.670295,0.500000,0.080925,-135.0,3.818,0.015,1.000,25.000
0,9.7000,97,2.129209,1.431817,0.678387,0.500000,0.095383,-135.0,3.818,0.015,1.000,25.000
0,9.8000,98,2.167988,1.463379,0.687926,0.500000,0.109533,-135.0,3.818,0.015,1.000,25.000
0,9.9000,99,2.206442,1.495337,0.698879,0.500000,0.122598,-135.0,3.818,0.015,1.000,25.000
0,10.0000,100,2.244522,1.527738,0.711139,0.500000,0.133676,-135.0,3.818,0.015,1.000,25.000
0,10.1000,101,2.282184,1.560625,0.724506,0.500000,0.141814,-135.0,3.818,0.015,1.000,25.000
0,10.2000,102,2.319389,1.594028,0.738688,0.500000,0.146136,-135.0,3.818,0.015,1.000,25.000
0,10.3000,103,2.356109,1.627963,0.753301,0.500000,0.146053,-135.0,3.818,0.015,1.000,25.000
0,10.4000,104,2.392330,1.662431,0.767906,0.500000,0.141572,-135.0,3.818,0.015,1.000,25.000
0,10.5000,105,2.428051,1.697415,0.782064,0.500000,0.133299,-135.0,3.818,0.015,1.000,25.000
0,10.6000,106,2.463288,1.732888,0.795394,0.500000,0.122125,-135.0,3.818,0.015,1.000,25.000
0,10.7000,107,2.498069,1.768808,0.807606,0.500000,0.109022,-135.0,3.818,0.015,1.000,25.000
0,10.8000,108,2.532433,1.805127,0.818508,0.500000,0.094915,-135.0,3.818,0.015,1.000,25.000
0,10.9000,109,2.566425,1.841795,0.828000,0.500000,0.080605,-135.0,3.818,0.015,1.000,25.000
0,11.0000,110,2.600094,1.878760,0.836060,0.500000,0.066737,-135.0,3.818,0.015,1.000,25.000
0,11.1000,111,2.633489,1.915972,0.842734,0.500000,0.053792,-135.0,3.818,0.015,1.000,25.000
0,11.2000,112,2.666660,1.953385,0.848113,0.500000,0.042095,-135.0,3.818,0.015,1.000,25.000
0,11.3000,113,2.699651,1.990956,0.852323,0.500000,0.031834,-135.0,3.818,0.015,1.000,25.000
0,11.4000,114,2.732502,2.028649,0.855506,0.500000,0.023082,-135.0,3.818,0.015,1.000,25.000
0,11.5000,115,2.765251,2.066431,0.857814,0.500000,0.015824,-135.0,3.818,0.015,1.000,25.000
0,11.6000,116,2.797925,2.104278,0.859397,0.500000,0.009979,-135.0,3.818,0.015,1.000,25.000
0,11.7000,117,2.830551,2.142167,0.860395,0.500000,0.005420,-135.0,3.818,0.015,1.000,25.000
0,11.8000,118,2.863148,2.180081,0.860937,0.500000,0.001994,-135.0,3.818,0.015,1.000,25.000
0,11.9000,119,2.895730,2.218006,0.861136,0.500000,-0.000464,-135.0,3.818,0.015,1.000,25.000
0,12.0000,120,2.928310,2.255935,0.861090,0.500000,-0.002121,-135.0,3.818,0.015,1.000,25.000
0,12.1000,121,2.960895,2.293859,0.860878,0.500000,-0.003137,-135.0,3.818,0.015,1.000,25.000
0,12.2000,122,2.993489,2.331775,0.860564,0.500000,-0.003658,-135.0,3.818,0.015,1.000,25.000
0,12.3000,123,3.026096,2.369679,0.860198,0.500000,-0.003817,-135.0,3.818,0.015,1.000,25.000
0,12.4000,124,3.058718,2.407571,0.859816,0.500000,-0.003728,-135.0,3.818,0.015,1.000,25.000
0,12.5000,125,3.091354,2.445451,0.859444,0.500000,-0.003487,-135.0,3.818,0.015,1.000,25.000
0,12.6000,126,3.124003,2.483320,0.859095,0.500000,-0.003176,-135.0,3.818,0.015,1.000,25.000
0,12.7000,127,3.156666,2.521177,0.858777,0.500000,-0.002858,-135.0,3.818,0.015,1.000,25.000
0,12.8000,128,3.189339,2.559025,0.858491,0.500000,-0.002583,-135.0,3.818,0.015,1.000,25.000
0,12.9000,129,3.222023,2.596863,0.858233,0.500000,-0.002390,-135.0,3.818,0.015,1.000,25.000
0,13.0000,130,3.254716,2.634694,0.857994,0.500000,-0.002304,-135.0,3.818,0.015,1.000,25.000
0,13.1000,131,3.287418,2.672517,0.857764,0.500000,-0.002339,-135.0,3.818,0.015,1.000,25.000
0,13.2000,132,3.320129,2.710332,0.857530,0.500000,-0.002500,-135.0,3.818,0.015,1.000,25.000
0,13.3000,133,3.352849,2.748139,0.857280,0.500000,-0.002781,-135.0,3.818,0.015,1.000,25.000
0,13.4000,134,3.385580,2.785938,0.857002,0.500000,-0.003163,-135.0,3.818,0.015,1.000,25.000
0,13.5000,135,3.418321,2.823727,0.856685,0.500000,-0.003617,-135.0,3.818,0.015,1.000,25.000
0,13.6000,136,3.451075,2.861505,0.856324,0.500000,-0.004098,-135.0,3.818,0.015,1.000,25.000
0,13.7000,137,3.483844,2.899270,0.855914,0.500000,-0.004543,-135.0,3.818,0.015,1.000,25.000
0,13.8000,138,3.516629,2.937021,0.855460,0.500000,-0.004873,-135.0,3.818,0.015,1.000,25.000
0,13.9000,139,3.549431,2.974756,0.854972,0.500000,-0.004987,-135.0,3.818,0.015,1.000,25.000
0,14.0000,140,3.582253,3.012476,0.854473,0.500000,-0.004760,-135.0,3.818,0.015,1.000,25.000
0,14.1000,141,3.615092,3.050179,0.853997,0.500000,-0.004044,-135.0,3.818,0.015,1.000,25.000
0,14.2000,142,3.647949,3.087868,0.853593,0.500000,-0.002667,-135.0,3.818,0.015,1.000,25.000
0,14.3000,143,3.680818,3.125546,0.853326,0.500000,-0.000433,-135.0,3.818,0.015,1.000,25.000
0,14.4000,144,3.713693,3.163219,0.853283,0.500000,0.002872,-135.0,3.818,0.015,1.000,25.000
0,14.5000,145,3.746563,3.200896,0.853570,0.500000,0.007476,-135.0,3.818,0.015,1.000,25.000
0,14.6000,146,3.779413,3.238590,0.854318,0.500000,0.013611,-135.0,3.818,0.015,1.000,25.000
0,14.7000,147,3.812224,3.276318,0.855679,0.500000,0.021499,-135.0,3.818,0.015,1.000,25.000
0,14.8000,148,3.844969,3.314104,0.857829,0.500000,0.031339,-135.0,3.818,0.015,1.000,25.000
0,14.9000,149,3.877614,3.351976,0.860963,0.500000,0.043285,-135.0,3.818,0.015,1.000,25.000
0,15.0000,150,3.910117,3.389970,0.865291,0.500000,0.057422,-135.0,3.818,0.015,1.000,25.000
0,15.1000,151,3.942428,3.428127,0.871033,0.500000,0.073746,-135.0,3.818,0.015,1.000,25.000
0,15.2000,152,3.974489,3.466496,0.878408,0.500000,0.092138,-135.0,3.818,0.015,1.000,25.000
0,15.3000,153,4.006230,3.505128,0.887622,0.500000,0.112347,-135.0,3.818,0.015,1.000,25.000
0,15.4000,154,4.037574,3.544083,0.898856,0.500000,0.133983,-135.0,3.818,0.015,1.000,25.000
0,15.5000,155,4.068437,3.583421,0.912255,0.500000,0.156531,-135.0,3.818,0.015,1.000,25.000
0,15.6000,156,4.098724,3.623203,0.927908,0.500000,0.179389,-135.0,3.818,0.015,1.000,25.000
0,15.7000,157,4.128339,3.663489,0.945847,0.500000,0.201957,-135.0,3.818,0.015,1.000,25.000
0,15.8000,158,4.157180,3.704331,0.966042,0.500000,0.223797,-135.0,3.818,0.015,1.000,25.000
0,15.9000,159,4.185146,3.745778,0.988422,0.500000,0.244878,-135.0,3.818,0.015,1.000,25.000
1,0.0000,0,0.000000,0.000000,-0.000000,-0.062242,0.319771,-140.5,3.501,0.015,1.000,25.000
1,0.1000,1,-0.006223,-0.000100,0.031977,-0.056318,0.319839,-140.5,3.501,0.015,1.000,25.000
1,0.2000,2,-0.011848,-0.000370,0.063961,-0.050028,0.319893,-140.5,3.501,0.015,1.000,25.000
1,0.3000,3,-0.016835,-0.000769,0.095950,-0.043163,0.319903,-140.5,3.501,0.015,1.000,25.000
1,0.4000,4,-0.021124,-0.001251,0.127941,-0.035627,0.319834,-140.5,3.501,0.015,1.000,25.000
1,0.5000,5,-0.024650,-0.001762,0.159924,-0.027397,0.319646,-140.5,3.501,0.015,1.000,25.000
1,0.6000,6,-0.027347,-0.002242,0.191889,-0.018500,0.319299,-140.5,3.501,0.015,1.000,25.000
1,0.7000,7,-0.029157,-0.002623,0.223818,-0.008993,0.318753,-140.5,3.501,0.015,1.000,25.000
1,0.8000,8,-0.030031,-0.002837,0.255694,0.001050,0.317972,-140.5,3.501,0.015,1.000,25.000
1,0.9000,9,-0.029930,-0.002809,0.287491,0.011548,0.316925,-140.5,3.501,0.015,1.000,25.000
1,1.0000,10,-0.028828,-0.002464,0.319183,0.022415,0.315581,-140.5,3.501,0.015,1.000,25.000
1,1.1000,11,-0.026711,-0.001727,0.350742,0.033570,0.313918,-140.5,3.501,0.015,1.000,25.000
1,1.2000,12,-0.023577,-0.000524,0.382133,0.044935,0.311916,-140.5,3.501,0.015,1.000,25.000
1,1.3000,13,-0.019434,0.001216,0.413325,0.056437,0.309560,-140.5,3.501,0.015,1.000,25.000
1,1.4000,14,-0.014302,0.003563,0.444281,0.068010,0.306840,-140.5,3.501,0.015,1.000,25.000
1,1.5000,15,-0.008207,0.006579,0.474965,0.079594,0.303750,-140.5,3.501,0.015,1.000,25.000
1,1.6000,16,-0.001185,0.010326,0.505340,0.091135,0.300286,-140.5,3.501,0.015,1.000,25.000
1,1.7000,17,0.006722,0.014857,0.535369,0.102586,0.296450,-140.5,3.501,0.015,1.000,25.000
1,1.8000,18,0.015467,0.020221,0.565014,0.113903,0.292247,-140.5,3.501,0.015,1.000,25.000
1,1.9000,19,0.024996,0.026459,0.594238,0.125050,0.287682,-140.5,3.501,0.015,1.000,25.000
1,2.0000,20,0.035256,0.033608,0.623006,0.135995,0.282765,-140.5,3.501,0.015,1.000,25.000
1,2.1000,21,0.046186,0.041699,0.651283,0.146708,0.277508,-140.5,3.501,0.015,1.000,25.000
1,2.2000,22,0.057729,0.050753,0.679034,0.157166,0.271924,-140.5,3.501,0.015,1.000,25.000
1,2.3000,23,0.069824,0.060789,0.706226,0.167347,0.266028,-140.5,3.501,0.015,1.000,25.000
1,2.4000,24,0.082410,0.071817,0.732829,0.177234,0.259836,-140.5,3.501,0.015,1.000,25.000
1,2.5000,25,0.095428,0.083843,0.758813,0.186811,0.253365,-140.5,3.501,0.015,1.000,25.000
1,2.6000,26,0.108820,0.096867,0.784149,0.196067,0.246632,-140.5,3.501,0.015,1.000,25.000
1,2.7000,27,0.122529,0.110884,0.808812,0.204991,0.239655,-140.5,3.501,0.015,1.000,25.000
1,2.8000,28,0.136502,0.125882,0.832778,0.213575,0.232452,-140.5,3.501,0.015,1.000,25.000
1,2.9000,29,0.150687,0.141848,0.856023,0.221814,0.225040,-140.5,3.501,0.015,1.000,25.000
1,3.0000,30,0.165036,0.158763,0.878527,0.229704,0.217439,-140.5,3.501,0.015,1.000,25.000
1,3.1000,31,0.179504,0.176603,0.900271,0.237243,0.209664,-140.5,3.501,0.015,1.000,25.000
1,3.2000,32,0.194050,0.195344,0.921237,0.244429,0.201733,-140.5,3.501,0.015,1.000,25.000
1,3.3000,33,0.208637,0.214957,0.941411,0.251263,0.193661,-140.5,3.501,0.015,1.000,25.000
1,3.4000,34,0.223230,0.235411,0.960777,0.257746,0.185465,-140.5,3.501,0.015,1.000,25.000
1,3.5000,35,0.237799,0.256673,0.979323,0.263881,0.177158,-140.5,3.501,0.015,1.000,25.000
1,3.6000,36,0.252318,0.278707,0.997039,0.269671,0.168753,-140.5,3.501,0.015,1.000,25.000
1,3.7000,37,0.266763,0.301478,1.013914,0.275120,0.160265,-140.5,3.501,0.015,1.000,25.000
1,3.8000,38,0.281117,0.324949,1.029941,0.280234,0.151703,-140.5,3.501,0.015,1.000,25.000
1,3.9000,39,0.295362,0.349081,1.045111,0.285016,0.143079,-140.5,3.501,0.015,1.000,25.000
1,4.0000,40,0.309488,0.373836,1.059419,0.289473,0.134402,-140.5,3.501,0.015,1.000,25.000
1,4.1000,41,0.323484,0.399174,1.072859,0.293611,0.125681,-140.5,3.501,0.015,1.000,25.000
1,4.2000,42,0.337345,0.425058,1.085427,0.297436,0.116922,-140.5,3.501,0.015,1.000,25.000
1,4.3000,43,0.351067,0.451447,1.097119,0.300954,0.108133,-140.5,3.501,0.015,1.000,25.000
1,4.4000,44,0.364650,0.478302,1.107933,0.304172,0.099318,-140.5,3.501,0.015,1.000,25.000
1,4.5000,45,0.378097,0.505586,1.117865,0.307097,0.090483,-140.5,3.501,0.015,1.000,25.000
1,4.6000,46,0.391410,0.533259,1.126913,0.309736,0.081631,-140.5,3.501,0.015,1.000,25.000
1,4.7000,47,0.404598,0.561285,1.135076,0.312096,0.072764,-140.5,3.501,0.015,1.000,25.000
1,4.8000,48,0.417667,0.589626,1.142352,0.314185,0.063884,-140.5,3.501,0.015,1.000,25.000
1,4.9000,49,0.430629,0.618247,1.148741,0.316012,0.054993,-140.5,3.501,0.015,1.000,25.000
1,5.0000,50,0.443494,0.647110,1.154240,0.317585,0.046091,-140.5,3.501,0.015,1.000,25.000
1,5.1000,51,0.456277,0.676182,1.158849,0.318916,0.037178,-140.5,3.501,0.015,1.000,25.000
1,5.2000,52,0.468992,0.705430,1.162567,0.320017,0.028254,-140.5,3.501,0.015,1.000,25.000
1,5.3000,53,0.481655,0.734820,1.165392,0.320902,0.019318,-140.5,3.501,0.015,1.000,25.000
1,5.4000,54,0.494282,0.764321,1.167324,0.321589,0.010370,-140.5,3.501,0.015,1.000,25.000
1,5.5000,55,0.506893,0.793904,1.168361,0.322097,0.001408,-140.5,3.501,0.015,1.000,25.000
1,5.6000,56,0.519506,0.823542,1.168502,0.322453,-0.007566,-140.5,3.501,0.015,1.000,25.000
1,5.7000,57,0.532142,0.853208,1.167745,0.322688,-0.016552,-140.5,3.501,0.015,1.000,25.000
1,5.8000,58,0.544824,0.882880,1.166090,0.322840,-0.025547,-140.5,3.501,0.015,1.000,25.000
1,5.9000,59,0.557573,0.912540,1.163536,0.322956,-0.034547,-140.5,3.501,0.015,1.000,25.000
1,6.0000,60,0.570417,0.942172,1.160081,0.323095,-0.043544,-140.5,3.501,0.015,1.000,25.000
1,6.1000,61,0.583381,0.971766,1.155726,0.323325,-0.052527,-140.5,3.501,0.015,1.000,25.000
1,6.2000,62,0.596497,1.001319,1.150474,0.323732,-0.061480,-140.5,3.501,0.015,1.000,25.000
1,6.3000,63,0.609798,1.030834,1.144326,0.324418,-0.070380,-140.5,3.501,0.015,1.000,25.000
1,6.4000,64,0.623322,1.060322,1.137288,0.325502,-0.079196,-140.5,3.501,0.015,1.000,25.000
1,6.5000,65,0.637111,1.089807,1.129368,0.327127,-0.087887,-140.5,3.501,0.015,1.000,25.000
1,6.6000,66,0.651217,1.119322,1.120579,0.329454,-0.096400,-140.5,3.501,0.015,1.000,25.000
1,6.7000,67,0.665696,1.148915,1.110939,0.332669,-0.104667,-140.5,3.501,0.015,1.000,25.000
1,6.8000,68,0.680617,1.178648,1.100473,0.336977,-0.112601,-140.5,3.501,0.015,1.000,25.000
1,6.9000,69,0.696056,1.208600,1.089213,0.342602,-0.120097,-140.5,3.501,0.015,1.000,25.000
1,7.0000,70,0.712107,1.238868,1.077203,0.349774,-0.127026,-140.5,3.501,0.015,1.000,25.000
1,7.1000,71,0.728874,1.269564,1.064500,0.358720,-0.133233,-140.5,3.501,0.015,1.000,25.000
1,7.2000,72,0.746479,1.300819,1.051177,0.369638,-0.138539,-140.5,3.501,0.015,1.000,25.000
1,7.3000,73,0.765055,1.332776,1.037323,0.382674,-0.142738,-140.5,3.501,0.015,1.000,25.000
1,7.4000,74,0.784749,1.365586,1.023049,0.397864,-0.145604,-140.5,3.501,0.015,1.000,25.000
1,7.5000,75,0.805715,1.399399,1.008489,0.415077,-0.146896,-140.5,3.501,0.015,1.000,25.000
1,7.6000,76,0.828101,1.434352,0.993799,0.433920,-0.146375,-140.5,3.501,0.015,1.000,25.000
1,7.7000,77,0.852038,1.470545,0.979162,0.453609,-0.143827,-140.5,3.501,0.015,1.000,25.000
1,7.8000,78,0.877606,1.508012,0.964779,0.472798,-0.139097,-140.5,3.501,0.015,1.000,25.000
1,7.9000,79,0.904806,1.546684,0.950869,0.489344,-0.132146,-140.5,3.501,0.015,1.000,25.000
1,8.0000,80,0.933498,1.586324,0.937655,0.500000,-0.123128,-140.5,3.501,0.015,1.000,25.000
1,8.1000,81,0.963329,1.626449,0.925342,0.500000,-0.112493,-140.5,3.501,0.015,1.000,25.000
1,8.2000,82,0.993631,1.666221,0.914092,0.500000,-0.100959,-140.5,3.501,0.015,1.000,25.000
1,8.3000,83,1.024356,1.705666,0.903997,0.500000,-0.089344,-140.5,3.501,0.015,1.000,25.000
1,8.4000,84,1.055455,1.744818,0.895062,0.500000,-0.078474,-140.5,3.501,0.015,1.000,25.000
1,8.5000,85,1.086881,1.783707,0.887215,0.500000,-0.069115,-140.5,3.501,0.015,1.000,25.000
1,8.6000,86,1.118594,1.822363,0.880303,0.500000,-0.061949,-140.5,3.501,0.015,1.000,25.000
1,8.7000,87,1.150559,1.860811,0.874108,0.500000,-0.057548,-140.5,3.501,0.015,1.000,25.000
1,8.8000,88,1.182753,1.899067,0.868354,0.500000,-0.056375,-140.5,3.501,0.015,1.000,25.000
1,8.9000,89,1.215165,1.937139,0.862716,0.500000,-0.058769,-140.5,3.501,0.015,1.000,25.000
