traj_id,t,step,x,y,theta,v,omega
0,9.2000,92,2.463773,3.618745,1.601225,0.481558,0.095648
0,9.3000,93,2.462078,3.666871,1.610790,0.500000,-0.072064
0,9.4000,94,2.460259,3.716838,1.603583,0.500000,-0.067457
0,9.5000,95,2.458789,3.766816,1.596838,0.500000,-0.031636
0,9.6000,96,2.457566,3.816801,1.593674,0.490816,-0.051177
0,9.7000,97,2.456568,3.865872,1.588556,0.492830,0.078109
0,9.8000,98,2.455501,3.915144,1.596367,0.500000,0.007983
0,9.9000,99,2.454202,3.965127,1.597166,0.496059,-0.066626
0,10.0000,100,2.453060,4.014719,1.590503,0.483044,0.376543
0,10.1000,101,2.451199,4.062985,1.628157,0.500000,-0.069769
0,10.2000,102,2.448507,4.112912,1.621180,0.473236,-0.077241
0,10.3000,103,2.446306,4.160185,1.613456,0.499510,0.040855
0,10.4000,104,2.444074,4.210086,1.617542,0.485086,-0.102567
0,10.5000,105,2.442055,4.258552,1.607285,0.500000,0.097081
0,10.6000,106,2.439989,4.308509,1.616993,0.492477,0.006109
0,10.7000,107,2.437700,4.357704,1.617604,0.489385,-0.268959
0,10.8000,108,2.436067,4.406613,1.590708,0.500000,-0.011088
0,10.9000,109,2.435100,4.456604,1.589599,0.479465,0.045683
0,11.0000,110,2.434089,4.504540,1.594168,0.500000,-0.009480
0,11.1000,111,2.432944,4.554527,1.593220,0.470746,0.183182
0,11.2000,112,2.431457,4.601577,1.611538,0.500000,-0.018432
0,11.3000,113,2.429467,4.651538,1.609695,0.500000,0.054177
0,11.4000,114,2.427387,4.701494,1.615112,0.500000,-0.055863
0,11.5000,115,2.425312,4.751451,1.609526,0.500000,0.205002
0,11.6000,116,2.422864,4.801390,1.630026,0.500000,0.086240
0,11.7000,117,2.419689,4.851289,1.638650,0.424554,0.025043
0,11.8000,118,2.416757,4.893643,1.641155,0.499476,-0.034029
0,11.9000,119,2.413330,4.943473,1.637752,0.487368,-0.017253
0,12.0000,120,2.410112,4.992104,1.636026,0.500000,-0.055535
0,12.1000,121,2.406991,5.042006,1.630473,0.490710,0.098568
0,12.2000,122,2.403823,5.090974,1.640330,0.477753,0.043989
0,12.3000,123,2.400399,5.138627,1.644729,0.500000,-0.163195
0,12.4000,124,2.397113,5.188518,1.628409,0.494090,-0.144553
0,12.5000,125,2.394624,5.237864,1.613954,0.500000,0.014817
0,12.6000,126,2.392430,5.287816,1.615436,0.488840,-0.134604
0,12.7000,127,2.390577,5.336664,1.601975,0.500000,0.107037
0,12.8000,128,2.388751,5.386631,1.612679,0.497717,0.028999
0,12.9000,129,2.386595,5.436356,1.615579,0.492457,-0.016937
0,13.0000,130,2.384432,5.485554,1.613885,0.494148,0.003971
1,0.0000,0,3.326851,0.238749,-0.157537,0.184572,2.000000
1,0.1000,1,3.345247,0.237690,0.042463,0.214619,2.000000
1,0.2000,2,3.366456,0.240732,0.242463,0.291401,2.000000
1,0.3000,3,3.393859,0.250501,0.442463,0.318915,2.000000
1,0.4000,4,3.421126,0.266938,0.642463,0.396676,1.655782
1,0.5000,5,3.450777,0.293220,0.808041,0.427419,1.636152
1,0.6000,6,3.477654,0.326392,0.971656,0.427291,1.076592
1,0.7000,7,3.499807,0.362907,1.079316,0.489288,0.935906
1,0.8000,8,3.520847,0.407061,1.172906,0.489913,0.722313
1,0.9000,9,3.538183,0.452871,1.245138,0.472907,0.217420
1,1.0000,10,3.552824,0.497837,1.266880,0.480597,0.239956
1,1.1000,11,3.566655,0.543862,1.290875,0.483852,0.026523
1,1.2000,12,3.579961,0.590382,1.293527,0.480465,-0.091681
1,1.3000,13,3.593325,0.636532,1.284359,0.479478,-0.066448
1,1.4000,14,3.607024,0.682481,1.277715,0.500000,-0.226872
1,1.5000,15,3.622011,0.730181,1.255027,0.494112,-0.266897
1,1.6000,16,3.637981,0.776939,1.228338,0.500000,-0.208283
1,1.7000,17,3.655260,0.823857,1.207509,0.500000,-0.339469
1,1.8000,18,3.673817,0.870284,1.173563,0.500000,-0.153057
1,1.9000,19,3.693513,0.916241,1.158257,0.491185,-0.142070
1,2.0000,20,3.713525,0.961097,1.144050,0.469650,0.013130
1,2.1000,21,3.732937,1.003863,1.145363,0.471026,-0.139047
1,2.2000,22,3.752674,1.046630,1.131458,0.475605,-0.107057
1,2.3000,23,3.773134,1.089565,1.120753,0.491734,-0.103562
1,2.4000,24,3.794753,1.133730,1.110396,0.500000,0.133092
1,2.5000,25,3.816670,1.178671,1.123706,0.493111,-0.189745
1,2.6000,26,3.838410,1.222930,1.104731,0.481810,0.291839
1,2.7000,27,3.859430,1.266282,1.133915,0.487203,0.392915
1,2.8000,28,3.879172,1.310820,1.173206,0.500000,0.303166
1,2.9000,29,3.897830,1.357206,1.203523,0.465905,0.466604
1,3.0000,30,3.913539,1.401064,1.250183,0.500000,0.246443
1,3.1000,31,3.928710,1.448705,1.274828,0.500000,0.232259
1,3.2000,32,3.942737,1.496696,1.298054,0.474741,0.235360
1,3.3000,33,3.954986,1.542562,1.321590,0.500000,0.127700
1,3.4000,34,3.967008,1.591095,1.334360,0.500000,0.123253
1,3.5000,35,3.978420,1.639775,1.346685,0.500000,0.254456
1,3.6000,36,3.988911,1.688660,1.372131,0.496066,0.254109
1,3.7000,37,3.998082,1.737410,1.397541,0.469742,0.216629
1,3.8000,38,4.005678,1.783765,1.419204,0.498718,-0.039831
1,3.9000,39,4.013308,1.833050,1.415221,0.500000,0.114739
1,4.0000,40,4.020772,1.882490,1.426695,0.500000,0.162730
1,4.1000,41,4.027549,1.932028,1.442968,0.500000,0.027063
1,4.2000,42,4.033856,1.981628,1.445674,0.488467,-0.124980
1,4.3000,43,4.040254,2.030054,1.433176,0.500000,-0.131063
1,4.4000,44,4.047438,2.079535,1.420070,0.500000,-0.073759
1,4.5000,45,4.055128,2.128940,1.412694,0.500000,-0.123504
1,4.6000,46,4.063305,2.178266,1.400344,0.492654,-0.176433
1,4.7000,47,4.072090,2.226741,1.382701,0.482049,0.063350
1,4.8000,48,4.080953,2.274124,1.389035,0.498105,0.007234
1,4.9000,49,4.089939,2.323118,1.389759,0.473740,-0.282223
1,5.0000,50,4.099125,2.369591,1.361537,0.478980,0.083617
2,0.0000,0,1.738504,2.213098,-0.005006,0.455761,0.561866
2,0.1000,1,1.784062,2.214150,0.051181,0.474411,0.737746
2,0.2000,2,1.831309,2.218322,0.124955,0.500000,0.642371
2,0.3000,3,1.880685,2.226142,0.189192,0.500000,0.392994
2,0.4000,4,1.929595,2.236508,0.228492,0.491296,0.467283
2,0.5000,5,1.977170,2.248750,0.275220,0.500000,0.316475
2,0.6000,6,2.025066,2.263097,0.306868,0.500000,0.039477
2,0.7000,7,2.072700,2.278295,0.310815,0.500000,0.112347
2,0.8000,8,2.120217,2.293853,0.322050,0.472108,0.286787
2,0.9000,9,2.164780,2.309436,0.350729,0.486744,0.223857
2,1.0000,10,2.210301,2.326670,0.373114,0.500000,0.527774
2,1.1000,11,2.256358,2.346116,0.425892,0.467599,0.583409
2,1.2000,12,2.298353,2.366665,0.484233,0.487097,0.778286
2,1.3000,13,2.340538,2.390995,0.562061,0.470920,0.853238
2,1.4000,14,2.379266,2.417760,0.647385,0.466270,1.303285
2,1.5000,15,2.414524,2.448221,0.777714,0.472136,1.071109
2,1.6000,16,2.446328,2.483085,0.884825,0.459710,1.185608
2,1.7000,17,2.473273,2.520299,1.003385,0.467946,1.067181
2,1.8000,18,2.496271,2.561026,1.110103,0.435258,1.244657
2,1.9000,19,2.513148,2.601117,1.234569,0.459962,0.920131
2,2.0000,20,2.526306,2.645174,1.326582,0.473831,0.767411
2,2.1000,21,2.535988,2.691545,1.403323,0.500000,0.598225
2,2.2000,22,2.542844,2.741065,1.463146,0.481183,0.664962
2,2.3000,23,2.546420,2.789042,1.529642,0.485055,0.487915
2,2.4000,24,2.547233,2.837536,1.578434,0.474506,0.493867
2,2.5000,25,2.545699,2.884957,1.627820,0.476561,0.330694
2,2.6000,26,2.542197,2.932482,1.660890,0.469222,0.030459
2,2.7000,27,2.537904,2.979207,1.663936,0.500000,-0.152010
2,2.8000,28,2.533632,3.029024,1.648735,0.500000,-0.092703
2,2.9000,29,2.529970,3.078889,1.639464,0.478200,-0.316152
2,3.0000,30,2.527444,3.126640,1.607849,0.467529,-0.165149
2,3.1000,31,2.526098,3.173374,1.591334,0.475254,-0.337129
2,3.2000,32,2.525923,3.220896,1.557621,0.494140,0.051970
2,3.3000,33,2.526446,3.270308,1.562818,0.500000,-0.166058
2,3.4000,34,2.527260,3.320300,1.546212,0.500000,-0.173747
2,3.5000,35,2.528923,3.370272,1.528838,0.470606,-0.294764
2,3.6000,36,2.531589,3.417255,1.499361,0.500000,-0.209090
2,3.7000,37,2.535679,3.467087,1.478452,0.494937,-0.241468
2,3.8000,38,2.540838,3.516310,1.454306,0.494222,-0.200966
2,3.9000,39,2.547075,3.565336,1.434209,0.451356,-0.191529
2,4.0000,40,2.553648,3.609990,1.415056,0.500000,0.142351
2,4.1000,41,2.561052,3.659438,1.429291,0.500000,-0.028160
2,4.2000,42,2.568173,3.708928,1.426475,0.500000,0.068499
2,4.3000,43,2.575195,3.758433,1.433325,0.486114,-0.201643
2,4.4000,44,2.582342,3.806515,1.413161,0.500000,-0.147053
2,4.5000,45,2.590554,3.855836,1.398455,0.493316,0.145261
2,4.6000,46,2.598660,3.904496,1.412982,0.471422,0.069717
2,4.7000,47,2.605907,3.951078,1.419953,0.500000,0.098102
2,4.8000,48,2.613178,4.000546,1.429763,0.500000,0.137811
2,4.9000,49,2.619865,4.050097,1.443545,0.500000,0.032231
2,5.0000,50,2.626130,4.099703,1.446768,0.500000,0.003193
2,5.1000,51,2.632308,4.149319,1.447087,0.489074,0.040075
2,5.2000,52,2.638245,4.197865,1.451095,0.487883,-0.059940
2,5.3000,53,2.644217,4.246287,1.445100,0.487840,-0.217945
2,5.4000,54,2.650859,4.294615,1.423306,0.500000,-0.055029
2,5.5000,55,2.658343,4.344052,1.417803,0.497481,0.241611
2,5.6000,56,2.665330,4.393306,1.441964,0.489504,-0.010699
2,5.7000,57,2.671645,4.441847,1.440894,0.500000,0.128002
2,5.8000,58,2.677804,4.491466,1.453695,0.500000,-0.089743
2,5.9000,59,2.683869,4.541097,1.444720,0.500000,-0.388869
2,6.0000,60,2.691119,4.590565,1.405833,0.475926,-0.454940
2,6.1000,61,2.699999,4.637318,1.360339,0.470009,-0.596576
2,6.2000,62,2.711183,4.682961,1.300682,0.500000,-1.001551
2,6.3000,63,2.726914,4.730400,1.200527,0.434025,-1.026182
2,6.4000,64,2.744666,4.769985,1.097908,0.421745,-1.274273
2,6.5000,65,2.766212,4.806208,0.970481,0.391288,-1.477270
2,6.6000,66,2.790616,4.836748,0.822754,0.411708,-1.467704
2,6.7000,67,2.820731,4.864768,0.675984,0.431556,-1.509661
2,6.8000,68,2.856303,4.889130,0.525018,0.421480,-1.065852
2,6.9000,69,2.893830,4.908274,0.418432,0.456212,-1.112936
2,7.0000,70,2.936460,4.924455,0.307139,0.460407,-0.954569
2,7.1000,71,2.980943,4.936261,0.211682,0.448159,-0.951396
2,7.2000,72,3.025140,4.943580,0.116542,0.500000,-0.654901
2,7.3000,73,3.074956,4.947764,0.051052,0.500000,-0.602341
2,7.4000,74,3.124937,4.948811,-0.009182,0.500000,-0.365548
2,7.5000,75,3.174916,4.947438,-0.045737,0.500000,-0.242116
2,7.6000,76,3.224831,4.944547,-0.069948,0.482268,-0.398276
2,7.7000,77,3.272860,4.940220,-0.109776,0.478292,0.090313
2,7.8000,78,3.320424,4.935195,-0.100745,0.500000,-0.084567
2,7.9000,79,3.370149,4.929956,-0.109201,0.493956,0.119735
2,8.0000,80,3.419281,4.924866,-0.097228,0.496595,-0.099741
2,8.1000,81,3.468681,4.919799,-0.107202,0.500000,0.146412
2,8.2000,82,3.518432,4.914814,-0.092561,0.449234,0.073426
2,8.3000,83,3.563178,4.910826,-0.085218,0.500000,0.170206
2,8.4000,84,3.613030,4.906994,-0.068197,0.500000,0.048164
2,8.5000,85,3.662922,4.903707,-0.063381,0.497037,0.156798
2,8.6000,86,3.712548,4.900948,-0.047701,0.494144,0.074112
2,8.7000,87,3.761915,4.898774,-0.040290,0.500000,0.016324
2,8.8000,88,3.811876,4.896801,-0.038658,0.492402,-0.079708
2,8.9000,89,3.861071,4.894702,-0.046629,0.500000,0.243622
2,9.0000,90,3.911040,4.892980,-0.022266,0.500000,0.206022
2,9.1000,91,3.961036,4.892382,-0.001664,0.500000,0.101993
2,9.2000,92,4.011035,4.892554,0.008535,0.500000,0.014080
2,9.3000,93,4.061033,4.893016,0.009943,0.500000,-0.001419
2,9.4000,94,4.111031,4.893509,0.009801,0.470718,0.114653
2,9.5000,95,4.158097,4.894240,0.021267,0.500000,-0.092143
2,9.6000,96,4.208089,4.895073,0.012052,0.497953,-0.049883
2,9.7000,97,4.257882,4.895549,0.007064,0.492360,0.030994
2,9.8000,98,4.307117,4.895973,0.010164,0.475156,-0.013445
2,9.9000,99,4.354630,4.896424,0.008819,0.470603,-0.100784
2,10.0000,100,4.401690,4.896602,-0.001259,0.472721,-0.404330
2,10.1000,101,4.448948,4.895587,-0.041692,0.450397,-0.496177
2,10.2000,102,4.493883,4.892595,-0.091310,0.496218,-0.783965
2,10.3000,103,4.543071,4.886139,-0.169707,0.469908,-0.742816
2,10.4000,104,4.589049,4.876490,-0.243988,0.461241,-0.937635
2,10.5000,105,4.633219,4.863267,-0.337752,0.479380,-0.990126
2,10.6000,106,4.677589,4.845171,-0.436764,0.465488,-1.002459
2,10.7000,107,4.718712,4.823401,-0.537010,0.480079,-1.279203
2,10.8000,108,4.758281,4.796273,-0.664931,0.493921,-0.890705
2,10.9000,109,4.795743,4.764109,-0.754001,0.473042,-0.748070
2,11.0000,110,4.828983,4.730467,-0.828808,0.468892,-0.861629
2,11.1000,111,4.859141,4.694582,-0.914971,0.457636,-0.721034
2,11.2000,112,4.885717,4.657338,-0.987074,0.482582,-0.768307
2,11.3000,113,4.910742,4.616089,-1.063905,0.500000,-0.606035
2,11.4000,114,4.933676,4.571668,-1.124509,0.489197,-0.544636
2,11.5000,115,4.953579,4.526987,-1.178972,0.474885,-0.447745
2,11.6000,116,4.970725,4.482706,-1.223747,0.500000,-0.492055
3,0.0000,0,4.225984,2.276884,-1.553154,0.446775,-1.216458
3,0.1000,1,4.224056,2.232276,-1.674800,0.463671,-1.152147
3,0.2000,2,4.216600,2.186538,-1.790014,0.463945,-0.912592
3,0.3000,3,4.204460,2.141777,-1.881274,0.500000,-0.907675
3,0.4000,4,4.187046,2.094926,-1.972041,0.446948,-0.700825
3,0.5000,5,4.168163,2.054426,-2.042124,0.492375,-0.468649
3,0.6000,6,4.144786,2.011097,-2.088989,0.496622,-0.243368
3,0.7000,7,4.119665,1.968258,-2.113326,0.500000,-0.283265
3,0.8000,8,4.093247,1.925809,-2.141652,0.489406,-0.208087
3,0.9000,9,4.066375,1.884907,-2.162461,0.492645,-0.098262
3,1.0000,10,4.038698,1.844152,-2.172287,0.467551,0.111716
3,1.1000,11,4.012456,1.805456,-2.161115,0.485338,0.374082
3,1.2000,12,3.986201,1.764640,-2.123707,0.482495,0.625562
3,1.3000,13,3.962163,1.722814,-2.061151,0.473125,0.594975
3,1.4000,14,3.941136,1.680439,-2.001653,0.491635,0.671602
3,1.5000,15,3.922118,1.635113,-1.934493,0.484525,0.772908
3,1.6000,16,3.906648,1.589209,-1.857202,0.491344,0.680645
3,1.7000,17,3.894381,1.541640,-1.789138,0.481905,0.664702
3,1.8000,18,3.885513,1.494281,-1.722668,0.500000,0.232308
3,1.9000,19,3.878524,1.444774,-1.699437,0.496868,-0.175622
3,2.0000,20,3.871717,1.395556,-1.716999,0.470003,-0.708021
3,2.1000,21,3.863230,1.349338,-1.787801,0.467066,-0.563960
3,2.2000,22,3.851894,1.304035,-1.844197,0.443242,-0.997583
3,2.3000,23,3.837819,1.262024,-1.943956,0.429369,-1.414364
3,2.4000,24,3.819395,1.223280,-2.085392,0.444525,-1.396078
3,2.5000,25,3.794891,1.186235,-2.225000,0.377019,-1.401279
3,2.6000,26,3.769930,1.158020,-2.365128,0.397036,-1.465048
3,2.7000,27,3.739673,1.132368,-2.511632,0.450728,-1.294768
3,2.8000,28,3.701637,1.108243,-2.641109,0.468141,-1.099116
3,2.9000,29,3.659414,1.088080,-2.751021,0.422249,-1.130566
3,3.0000,30,3.619544,1.074243,-2.864078,0.463235,-1.094559
3,3.1000,31,3.574388,1.064013,-2.973533,0.441877,-1.090398
3,3.2000,32,3.530506,1.059009,-3.082573,0.445197,-1.341329
3,3.3000,33,3.486021,1.059367,-3.216706,0.455956,-1.160193
3,3.4000,34,3.440855,1.065416,-3.332725,0.427995,-1.213904
3,3.5000,35,3.399431,1.076074,-3.454116,0.465091,-1.017832
3,3.6000,36,3.355978,1.092599,-3.555899,0.465412,-1.051449
3,3.7000,37,3.314437,1.113538,-3.661044,0.459444,-1.069887
3,3.8000,38,3.275848,1.138433,-3.768033,0.440549,-1.035009
3,3.9000,39,3.241557,1.166060,-3.871533,0.431074,-0.955796
3,4.0000,40,3.210854,1.196295,-3.967113,0.500000,-0.890007
3,4.1000,41,3.178624,1.234500,-4.056114,0.443935,-0.970894
3,4.2000,42,3.153285,1.270930,-4.153203,0.439405,-0.900613
3,4.3000,43,3.131683,1.309176,-4.243264,0.487677,-0.693386
3,4.4000,44,3.111160,1.353405,-4.312603,0.461510,-0.640208
3,4.5000,45,3.094569,1.396462,-4.376624,0.500000,-0.389461
3,4.6000,46,3.079018,1.443979,-4.415570,0.475706,-0.594206
3,4.7000,47,3.066464,1.489856,-4.474991,0.495512,-0.666516
3,4.8000,48,3.056424,1.538370,-4.541642,0.487828,-0.224062
3,4.9000,49,3.048674,1.586532,-4.564048,0.490322,-0.269173
3,5.0000,50,3.042081,1.635118,-4.590966,0.495089,-0.080432
3,5.1000,51,3.036282,1.684285,-4.599009,0.500000,0.027568
3,5.2000,52,3.030556,1.733957,-4.596252,0.488245,0.367869
3,5.3000,53,3.024008,1.782337,-4.559465,0.498072,0.322878
3,5.4000,54,3.015628,1.831432,-4.527177,0.469940,0.841300
3,5.5000,55,3.005042,1.877204,-4.443047,0.468121,0.635511
3,5.6000,56,2.991160,1.921902,-4.379496,0.479560,0.858556
3,5.7000,57,2.973564,1.966498,-4.293641,0.470889,0.656851
3,5.8000,58,2.953018,2.008859,-4.227955,0.463804,0.702391
3,5.9000,59,2.929996,2.049110,-4.157716,0.465628,0.459085
3,6.0000,60,2.904573,2.088115,-4.111808,0.470065,0.598400
3,6.1000,61,2.876864,2.126078,-4.051968,0.479810,0.494516
3,6.2000,62,2.846506,2.163228,-4.002516,0.493148,0.551973
3,6.3000,63,2.813350,2.199724,-3.947319,0.500000,0.406104
3,6.4000,64,2.777998,2.235078,-3.906708,0.468287,0.035593
3,6.5000,65,2.744162,2.267452,-3.903149,0.492290,0.388984
4,0.0000,0,2.622553,4.955282,-2.369608,0.450761,1.314995
4,0.1000,1,2.592413,4.921808,-2.238108,0.452371,1.208387
4,0.2000,2,2.566629,4.884672,-2.117269,0.459099,1.089165
4,0.3000,3,2.544952,4.844228,-2.008353,0.455442,1.064563
4,0.4000,4,2.527883,4.802026,-1.901897,0.456997,0.914997
4,0.5000,5,2.515024,4.758190,-1.810397,0.468843,0.667842
4,0.6000,6,2.505426,4.712307,-1.743613,0.495609,0.839228
4,0.7000,7,2.498961,4.663184,-1.659690,0.477924,0.438206
4,0.8000,8,2.495762,4.615503,-1.615870,0.477912,0.573864
4,0.9000,9,2.494980,4.567725,-1.558483,0.500000,0.297339
4,1.0000,10,2.496338,4.517745,-1.528749,0.500000,0.125006
4,1.1000,11,2.498752,4.467804,-1.516249,0.486662,0.212227
4,1.2000,12,2.501921,4.419242,-1.495026,0.497882,0.011700
4,1.3000,13,2.505719,4.369599,-1.493856,0.449738,0.089299
4,1.4000,14,2.509376,4.324774,-1.484926,0.500000,-0.221662
4,1.5000,15,2.513112,4.274915,-1.507092,0.500000,-0.037747
4,1.6000,16,2.516201,4.225010,-1.510867,0.500000,0.028727
4,1.7000,17,2.519267,4.175104,-1.507994,0.484702,-0.040435
4,1.8000,18,2.522211,4.126724,-1.512038,0.500000,-0.063410
4,1.9000,19,2.524989,4.076801,-1.518379,0.500000,-0.094111
4,2.0000,20,2.527374,4.026858,-1.527790,0.487621,0.010427
4,2.1000,21,2.529496,3.978142,-1.526747,0.476217,-0.248638
4,2.2000,22,2.531001,3.930545,-1.551611,0.479627,-0.174922
4,2.3000,23,2.531502,3.882586,-1.569103,0.500000,-0.006940
4,2.4000,24,2.531569,3.832586,-1.569797,0.500000,-0.208906
4,2.5000,25,2.531097,3.782589,-1.590688,0.488493,-0.164523
4,2.6000,26,2.529724,3.733760,-1.607140,0.500000,-0.154014
4,2.7000,27,2.527522,3.683809,-1.622541,0.500000,-0.022036
4,2.8000,28,2.524881,3.633878,-1.624745,0.500000,0.147699
4,2.9000,29,2.522554,3.583933,-1.609975,0.490449,0.132942
4,3.0000,30,2.520958,3.534915,-1.596681,0.471642,-0.147520
4,3.1000,31,2.519390,3.487777,-1.611433,0.468378,-0.111620
4,3.2000,32,2.517226,3.440989,-1.622595,0.500000,0.073253
4,3.3000,33,2.514820,3.391047,-1.615270,0.500000,0.017072
4,3.4000,34,2.512640,3.341095,-1.613562,0.476532,-0.139607
