x,y,theta,v,omega
3.020517,1.29292,1.658325,0.489744,-0.034076
3.016319,1.341714,1.654918,0.470135,-0.032774
3.012445,1.388568,1.65164,0.497549,-0.209326
3.008946,1.438199,1.630708,0.451841,-0.018425
3.006283,1.483304,1.628865,0.493725,-0.142865
3.003769,1.532612,1.614578,0.495044,0.105329
3.001342,1.582057,1.625111,0.498389,-0.115337
2.998924,1.631837,1.613578,0.470174,0.118886
2.996634,1.678798,1.625466,0.5,0.226853
2.993335,1.728688,1.648152,0.49832,0.348384
2.98862,1.778294,1.68299,0.5,0.414728
2.981993,1.827849,1.724463,0.489973,0.270912
2.973839,1.876162,1.751554,0.5,0.308835
2.964092,1.925201,1.782438,0.482484,0.5446
2.952678,1.972073,1.836898,0.467292,0.606691
2.93903,2.016757,1.897567,0.48677,0.43725
2.922402,2.062502,1.941292,0.5,0.391287
2.903391,2.108744,1.98042,0.5,0.427445
2.882504,2.154168,2.023165,0.486454,0.124361
2.86097,2.197787,2.035601,0.470067,0.416198
2.839031,2.239356,2.077221,0.497221,0.181946
2.814519,2.282615,2.095415,0.5,0.03289
2.789403,2.32585,2.098704,0.487448,0.09759
2.764644,2.367838,2.108463,0.5,0.042645
2.738946,2.410729,2.112728,0.487447,-0.07611
2.713963,2.452584,2.105117,0.5,0.170454
2.688135,2.495396,2.122162,0.490432,0.04831
2.662343,2.537109,2.126993,0.474147,-0.047311
2.637405,2.577436,2.122262,0.5,-0.114358
2.611452,2.620173,2.110826,0.5,-0.391172
2.586589,2.663549,2.071709,0.5,-0.441268
2.563553,2.707922,2.027582,0.5,-0.503414
2.542639,2.753332,1.977241,0.476805,-0.634923
2.525191,2.797697,1.913749,0.5,-0.538463
2.509653,2.845215,1.859902,0.449078,-0.580272
2.498106,2.888606,1.801875,0.5,-0.505741
2.48789,2.937546,1.751301,0.5,-0.298919
2.47965,2.98686,1.721409,0.491276,-0.424305
2.473311,3.035573,1.678979,0.476135,-0.37717
2.469064,3.082994,1.641262,0.468409,-0.110304
2.466024,3.129736,1.630231,0.5,-0.336075
2.463893,3.179688,1.596624,0.475724,-0.303549
2.463386,3.227256,1.566269,0.480668,-0.347655
2.464439,3.275309,1.531503,0.47705,0.180814
2.465882,3.322992,1.549585,0.493018,0.126753
2.466616,3.372288,1.56226,0.490164,0.213658
2.46651,3.421303,1.583626,0.5,-0.03441
2.465955,3.4713,1.580185,0.5,-0.004759
2.465497,3.521298,1.579709,0.475494,0.065361
2.464918,3.568844,1.586245,0.499149,0.149801
2.463773,3.618745,1.601225,0.481558,0.095648
2.462078,3.666871,1.61079,0.5,-0.072064
2.460259,3.716838,1.603583,0.5,-0.067457
2.458789,3.766816,1.596838,0.5,-0.031636
2.457566,3.816801,1.593674,0.490816,-0.051177
2.456568,3.865872,1.588556,0.49283,0.078109
2.455501,3.915144,1.596367,0.5,0.007983
2.454202,3.965127,1.597166,0.496059,-0.066626
2.45306,4.014719,1.590503,0.483044,0.376543
2.451199,4.062985,1.628157,0.5,-0.069769
2.448507,4.112912,1.62118,0.473236,-0.077241
2.446306,4.160185,1.613456,0.49951,0.040855
2.444074,4.210086,1.617542,0.485086,-0.102567
2.442055,4.258552,1.607285,0.5,0.097081
2.439989,4.308509,1.616993,0.492477,0.006109
2.4377,4.357704,1.617604,0.489385,-0.268959
2.436067,4.406613,1.590708,0.5,-0.011088
2.4351,4.456604,1.589599,0.479465,0.045683
2.434089,4.50454,1.594168,0.5,-0.00948
2.432944,4.554527,1.59322,0.470746,0.183182
2.431457,4.601577,1.611538,0.5,-0.018432
2.429467,4.651538,1.609695,0.5,0.054177
2.427387,4.701494,1.615112,0.5,-0.055863
2.425312,4.751451,1.609526,0.5,0.205002
2.422864,4.80139,1.630026,0.5,0.08624
2.419689,4.851289,1.63865,0.424554,0.025043
2.416757,4.893643,1.641155,0.499476,-0.034029
2.41333,4.943473,1.637752,0.487368,-0.017253
2.410112,4.992104,1.636026,0.5,-0.055535
2.406991,5.042006,1.630473,0.49071,0.098568
2.403823,5.090974,1.64033,0.477753,0.043989
2.400399,5.138627,1.644729,0.5,-0.163195
2.397113,5.188518,1.628409,0.49409,-0.144553
2.394624,5.237864,1.613954,0.5,0.014817
2.39243,5.287816,1.615436,0.48884,-0.134604
2.390577,5.336664,1.601975,0.5,0.107037
2.388751,5.386631,1.612679,0.497717,0.028999
2.386595,5.436356,1.615579,0.492457,-0.016937
2.384432,5.485554,1.613885,0.494148,0.003971
3.326851,0.238749,-0.157537,0.184572,2.0
3.345247,0.23769,0.042463,0.214619,2.0
3.366456,0.240732,0.242463,0.291401,2.0
3.393859,0.250501,0.442463,0.318915,2.0
3.421126,0.266938,0.642463,0.396676,1.655782
3.450777,0.29322,0.808041,0.427419,1.636152
3.477654,0.326392,0.971656,0.427291,1.076592
3.499807,0.362907,1.079316,0.489288,0.935906
3.520847,0.407061,1.172906,0.489913,0.722313
3.538183,0.452871,1.245138,0.472907,0.21742
3.552824,0.497837,1.26688,0.480597,0.239956
3.566655,0.543862,1.290875,0.483852,0.026523
3.579961,0.590382,1.293527,0.480465,-0.091681
3.593325,0.636532,1.284359,0.479478,-0.066448
3.607024,0.682481,1.277715,0.5,-0.226872
3.622011,0.730181,1.255027,0.494112,-0.266897
3.637981,0.776939,1.228338,0.5,-0.208283
3.65526,0.823857,1.207509,0.5,-0.339469
3.673817,0.870284,1.173563,0.5,-0.153057
3.693513,0.916241,1.158257,0.491185,-0.14207
3.713525,0.961097,1.14405,0.46965,0.01313
3.732937,1.003863,1.145363,0.471026,-0.139047
3.752674,1.04663,1.131458,0.475605,-0.107057
3.773134,1.089565,1.120753,0.491734,-0.103562
3.794753,1.13373,1.110396,0.5,0.133092
3.81667,1.178671,1.123706,0.493111,-0.189745
3.83841,1.22293,1.104731,0.48181,0.291839
3.85943,1.266282,1.133915,0.487203,0.392915
3.879172,1.31082,1.173206,0.5,0.303166
3.89783,1.357206,1.203523,0.465905,0.466604
3.913539,1.401064,1.250183,0.5,0.246443
3.92871,1.448705,1.274828,0.5,0.232259
3.942737,1.496696,1.298054,0.474741,0.23536
3.954986,1.542562,1.32159,0.5,0.1277
3.967008,1.591095,1.33436,0.5,0.123253
3.97842,1.639775,1.346685,0.5,0.254456
3.988911,1.68866,1.372131,0.496066,0.254109
3.998082,1.73741,1.397541,0.469742,0.216629
4.005678,1.783765,1.419204,0.498718,-0.039831
4.013308,1.83305,1.415221,0.5,0.114739
4.020772,1.88249,1.426695,0.5,0.16273
4.027549,1.932028,1.442968,0.5,0.027063
4.033856,1.981628,1.445674,0.488467,-0.12498
4.040254,2.030054,1.433176,0.5,-0.131063
4.047438,2.079535,1.42007,0.5,-0.073759
4.055128,2.12894,1.412694,0.5,-0.123504
4.063305,2.178266,1.400344,0.492654,-0.176433
4.07209,2.226741,1.382701,0.482049,0.06335
4.080953,2.274124,1.389035,0.498105,0.007234
4.089939,2.323118,1.389759,0.47374,-0.282223
4.099125,2.369591,1.361537,0.47898,0.083617
1.738504,2.213098,-0.005006,0.455761,0.561866
1.784062,2.21415,0.051181,0.474411,0.737746
1.831309,2.218322,0.124955,0.5,0.642371
1.880685,2.226142,0.189192,0.5,0.392994
1.929595,2.236508,0.228492,0.491296,0.467283
1.97717,2.24875,0.27522,0.5,0.316475
2.025066,2.263097,0.306868,0.5,0.039477
2.0727,2.278295,0.310815,0.5,0.112347
2.120217,2.293853,0.32205,0.472108,0.286787
2.16478,2.309436,0.350729,0.486744,0.223857
2.210301,2.32667,0.373114,0.5,0.527774
2.256358,2.346116,0.425892,0.467599,0.583409
2.298353,2.366665,0.484233,0.487097,0.778286
2.340538,2.390995,0.562061,0.47092,0.853238
2.379266,2.41776,0.647385,0.46627,1.303285
2.414524,2.448221,0.777714,0.472136,1.071109
2.446328,2.483085,0.884825,0.45971,1.185608
2.473273,2.520299,1.003385,0.467946,1.067181
2.496271,2.561026,1.110103,0.435258,1.244657
2.513148,2.601117,1.234569,0.459962,0.920131
2.526306,2.645174,1.326582,0.473831,0.767411
2.535988,2.691545,1.403323,0.5,0.598225
2.542844,2.741065,1.463146,0.481183,0.664962
2.54642,2.789042,1.529642,0.485055,0.487915
2.547233,2.837536,1.578434,0.474506,0.493867
2.545699,2.884957,1.62782,0.476561,0.330694
2.542197,2.932482,1.66089,0.469222,0.030459
2.537904,2.979207,1.663936,0.5,-0.15201
2.533632,3.029024,1.648735,0.5,-0.092703
2.52997,3.078889,1.639464,0.4782,-0.316152
2.527444,3.12664,1.607849,0.467529,-0.165149
2.526098,3.173374,1.591334,0.475254,-0.337129
2.525923,3.220896,1.557621,0.49414,0.05197
2.526446,3.270308,1.562818,0.5,-0.166058
2.52726,3.3203,1.546212,0.5,-0.173747
2.528923,3.370272,1.528838,0.470606,-0.294764
2.531589,3.417255,1.499361,0.5,-0.20909
2.535679,3.467087,1.478452,0.494937,-0.241468
2.540838,3.51631,1.454306,0.494222,-0.200966
2.547075,3.565336,1.434209,0.451356,-0.191529
2.553648,3.60999,1.415056,0.5,0.142351
2.561052,3.659438,1.429291,0.5,-0.02816
2.568173,3.708928,1.426475,0.5,0.068499
2.575195,3.758433,1.433325,0.486114,-0.201643
2.582342,3.806515,1.413161,0.5,-0.147053
2.590554,3.855836,1.398455,0.493316,0.145261
2.59866,3.904496,1.412982,0.471422,0.069717
2.605907,3.951078,1.419953,0.5,0.098102
2.613178,4.000546,1.429763,0.5,0.137811
2.619865,4.050097,1.443545,0.5,0.032231
2.62613,4.099703,1.446768,0.5,0.003193
2.632308,4.149319,1.447087,0.489074,0.040075
2.638245,4.197865,1.451095,0.487883,-0.05994
2.644217,4.246287,1.4451,0.48784,-0.217945
2.650859,4.294615,1.423306,0.5,-0.055029
2.658343,4.344052,1.417803,0.497481,0.241611
2.66533,4.393306,1.441964,0.489504,-0.010699
2.671645,4.441847,1.440894,0.5,0.128002
2.677804,4.491466,1.453695,0.5,-0.089743
2.683869,4.541097,1.44472,0.5,-0.388869
2.691119,4.590565,1.405833,0.475926,-0.45494
2.699999,4.637318,1.360339,0.470009,-0.596576
2.711183,4.682961,1.300682,0.5,-1.001551
2.726914,4.7304,1.200527,0.434025,-1.026182
2.744666,4.769985,1.097908,0.421745,-1.274273
2.766212,4.806208,0.970481,0.391288,-1.47727
2.790616,4.836748,0.822754,0.411708,-1.467704
2.820731,4.864768,0.675984,0.431556,-1.509661
2.856303,4.88913,0.525018,0.42148,-1.065852
2.89383,4.908274,0.418432,0.456212,-1.112936
2.93646,4.924455,0.307139,0.460407,-0.954569
2.980943,4.936261,0.211682,0.448159,-0.951396
3.02514,4.94358,0.116542,0.5,-0.654901
3.074956,4.947764,0.051052,0.5,-0.602341
3.124937,4.948811,-0.009182,0.5,-0.365548
3.174916,4.947438,-0.045737,0.5,-0.242116
3.224831,4.944547,-0.069948,0.482268,-0.398276
3.27286,4.94022,-0.109776,0.478292,0.090313
3.320424,4.935195,-0.100745,0.5,-0.084567
3.370149,4.929956,-0.109201,0.493956,0.119735
3.419281,4.924866,-0.097228,0.496595,-0.099741
3.468681,4.919799,-0.107202,0.5,0.146412
3.518432,4.914814,-0.092561,0.449234,0.073426
3.563178,4.910826,-0.085218,0.5,0.170206
3.61303,4.906994,-0.068197,0.5,0.048164
3.662922,4.903707,-0.063381,0.497037,0.156798
3.712548,4.900948,-0.047701,0.494144,0.074112
3.761915,4.898774,-0.04029,0.5,0.016324
3.811876,4.896801,-0.038658,0.492402,-0.079708
3.861071,4.894702,-0.046629,0.5,0.243622
3.91104,4.89298,-0.022266,0.5,0.206022
3.961036,4.892382,-0.001664,0.5,0.101993
4.011035,4.892554,0.008535,0.5,0.01408
4.061033,4.893016,0.009943,0.5,-0.001419
4.111031,4.893509,0.009801,0.470718,0.114653
4.158097,4.89424,0.021267,0.5,-0.092143
4.208089,4.895073,0.012052,0.497953,-0.049883
4.257882,4.895549,0.007064,0.49236,0.030994
4.307117,4.895973,0.010164,0.475156,-0.013445
4.35463,4.896424,0.008819,0.470603,-0.100784
4.40169,4.896602,-0.001259,0.472721,-0.40433
4.448948,4.895587,-0.041692,0.450397,-0.496177
4.493883,4.892595,-0.09131,0.496218,-0.783965
4.543071,4.886139,-0.169707,0.469908,-0.742816
4.589049,4.87649,-0.243988,0.461241,-0.937635
4.633219,4.863267,-0.337752,0.47938,-0.990126
4.677589,4.845171,-0.436764,0.465488,-1.002459
4.718712,4.823401,-0.53701,0.480079,-1.279203
4.758281,4.796273,-0.664931,0.493921,-0.890705
4.795743,4.764109,-0.754001,0.473042,-0.74807
4.828983,4.730467,-0.828808,0.468892,-0.861629
4.859141,4.694582,-0.914971,0.457636,-0.721034
4.885717,4.657338,-0.987074,0.482582,-0.768307
4.910742,4.616089,-1.063905,0.5,-0.606035
4.933676,4.571668,-1.124509,0.489197,-0.544636
4.953579,4.526987,-1.178972,0.474885,-0.447745
4.970725,4.482706,-1.223747,0.5,-0.492055
4.225984,2.276884,-1.553154,0.446775,-1.216458
4.224056,2.232276,-1.6748,0.463671,-1.152147
4.2166,2.186538,-1.790014,0.463945,-0.912592
4.20446,2.141777,-1.881274,0.5,-0.907675
4.187046,2.094926,-1.972041,0.446948,-0.700825
4.168163,2.054426,-2.042124,0.492375,-0.468649
4.144786,2.011097,-2.088989,0.496622,-0.243368
4.119665,1.968258,-2.113326,0.5,-0.283265
4.093247,1.925809,-2.141652,0.489406,-0.208087
4.066375,1.884907,-2.162461,0.492645,-0.098262
4.038698,1.844152,-2.172287,0.467551,0.111716
4.012456,1.805456,-2.161115,0.485338,0.374082
3.986201,1.76464,-2.123707,0.482495,0.625562
3.962163,1.722814,-2.061151,0.473125,0.594975
3.941136,1.680439,-2.001653,0.491635,0.671602
3.922118,1.635113,-1.934493,0.484525,0.772908
3.906648,1.589209,-1.857202,0.491344,0.680645
3.894381,1.54164,-1.789138,0.481905,0.664702
3.885513,1.494281,-1.722668,0.5,0.232308
3.878524,1.444774,-1.699437,0.496868,-0.175622
3.871717,1.395556,-1.716999,0.470003,-0.708021
3.86323,1.349338,-1.787801,0.467066,-0.56396
3.851894,1.304035,-1.844197,0.443242,-0.997583
3.837819,1.262024,-1.943956,0.429369,-1.414364
3.819395,1.22328,-2.085392,0.444525,-1.396078
3.794891,1.186235,-2.225,0.377019,-1.401279
3.76993,1.15802,-2.365128,0.397036,-1.465048
3.739673,1.132368,-2.511632,0.450728,-1.294768
3.701637,1.108243,-2.641109,0.468141,-1.099116
3.659414,1.08808,-2.751021,0.422249,-1.130566
3.619544,1.074243,-2.864078,0.463235,-1.094559
3.574388,1.064013,-2.973533,0.441877,-1.090398
3.530506,1.059009,-3.082573,0.445197,-1.341329
3.486021,1.059367,-3.216706,0.455956,-1.160193
3.440855,1.065416,-3.332725,0.427995,-1.213904
3.399431,1.076074,-3.454116,0.465091,-1.017832
3.355978,1.092599,-3.555899,0.465412,-1.051449
3.314437,1.113538,-3.661044,0.459444,-1.069887
3.275848,1.138433,-3.768033,0.440549,-1.035009
3.241557,1.16606,-3.871533,0.431074,-0.955796
3.210854,1.196295,-3.967113,0.5,-0.890007
3.178624,1.2345,-4.056114,0.443935,-0.970894
3.153285,1.27093,-4.153203,0.439405,-0.900613
3.131683,1.309176,-4.243264,0.487677,-0.693386
3.11116,1.353405,-4.312603,0.46151,-0.640208
3.094569,1.396462,-4.376624,0.5,-0.389461
3.079018,1.443979,-4.41557,0.475706,-0.594206
3.066464,1.489856,-4.474991,0.495512,-0.666516
3.056424,1.53837,-4.541642,0.487828,-0.224062
3.048674,1.586532,-4.564048,0.490322,-0.269173
3.042081,1.635118,-4.590966,0.495089,-0.080432
3.036282,1.684285,-4.599009,0.5,0.027568
3.030556,1.733957,-4.596252,0.488245,0.367869
3.024008,1.782337,-4.559465,0.498072,0.322878
3.015628,1.831432,-4.527177,0.46994,0.8413
3.005042,1.877204,-4.443047,0.468121,0.635511
2.99116,1.921902,-4.379496,0.47956,0.858556
2.973564,1.966498,-4.293641,0.470889,0.656851
2.953018,2.008859,-4.227955,0.463804,0.702391
2.929996,2.04911,-4.157716,0.465628,0.459085
2.904573,2.088115,-4.111808,0.470065,0.5984
2.876864,2.126078,-4.051968,0.47981,0.494516
2.846506,2.163228,-4.002516,0.493148,0.551973
2.81335,2.199724,-3.947319,0.5,0.406104
2.777998,2.235078,-3.906708,0.468287,0.035593
2.744162,2.267452,-3.903149,0.49229,0.388984
2.622553,4.955282,-2.369608,0.450761,1.314995
2.592413,4.921808,-2.238108,0.452371,1.208387
2.566629,4.884672,-2.117269,0.459099,1.089165
2.544952,4.844228,-2.008353,0.455442,1.064563
2.527883,4.802026,-1.901897,0.456997,0.914997
2.515024,4.75819,-1.810397,0.468843,0.667842
2.505426,4.712307,-1.743613,0.495609,0.839228
2.498961,4.663184,-1.65969,0.477924,0.438206
2.495762,4.615503,-1.61587,0.477912,0.573864
2.49498,4.567725,-1.558483,0.5,0.297339
2.496338,4.517745,-1.528749,0.5,0.125006
2.498752,4.467804,-1.516249,0.486662,0.212227
2.501921,4.419242,-1.495026,0.497882,0.0117
2.505719,4.369599,-1.493856,0.449738,0.089299
2.509376,4.324774,-1.484926,0.5,-0.221662
2.513112,4.274915,-1.507092,0.5,-0.037747
2.516201,4.22501,-1.510867,0.5,0.028727
2.519267,4.175104,-1.507994,0.484702,-0.040435
2.522211,4.126724,-1.512038,0.5,-0.06341
2.524989,4.076801,-1.518379,0.5,-0.094111
2.527374,4.026858,-1.52779,0.487621,0.010427
2.529496,3.978142,-1.526747,0.476217,-0.248638
2.531001,3.930545,-1.551611,0.479627,-0.174922
2.531502,3.882586,-1.569103,0.5,-0.00694
2.531569,3.832586,-1.569797,0.5,-0.208906
2.531097,3.782589,-1.590688,0.488493,-0.164523
2.529724,3.73376,-1.60714,0.5,-0.154014
2.527522,3.683809,-1.622541,0.5,-0.022036
2.524881,3.633878,-1.624745,0.5,0.147699
2.522554,3.583933,-1.609975,0.490449,0.132942
2.520958,3.534915,-1.596681,0.471642,-0.14752
2.51939,3.487777,-1.611433,0.468378,-0.11162
2.517226,3.440989,-1.622595,0.5,0.073253
2.51482,3.391047,-1.61527,0.5,0.017072
2.51264,3.341095,-1.613562,0.476532,-0.139607
2.51027,3.293501,-1.627523,0.5,0.175793
2.507874,3.243559,-1.609944,0.4927,-0.106356
2.505684,3.194338,-1.620579,0.469146,0.000646
2.503351,3.147482,-1.620515,0.5,0.07102
2.501044,3.097535,-1.613413,0.478869,0.035463
2.499088,3.049688,-1.609867,0.489876,0.133021
2.497501,3.000727,-1.596565,0.486487,-0.00056
2.496246,2.952094,-1.596621,0.495836,0.147343
2.495331,2.902519,-1.581886,0.5,0.127419
2.495095,2.85252,-1.569144,0.490777,-0.126694
2.494865,2.803443,-1.581814,0.484014,0.048061
2.494448,2.755044,-1.577008,0.458982,-0.575037
2.492844,2.70918,-1.634511,0.465254,-0.818553
2.487985,2.662922,-1.716367,0.494943,-0.810316
2.478831,2.614295,-1.797398,0.476577,-1.230953
2.465296,2.568631,-1.920494,0.450305,-1.270376
2.447226,2.527419,-2.047531,0.350256,-1.530925
2.428839,2.497648,-2.200624,0.444225,-1.415875
2.400224,2.463718,-2.342211,0.418908,-1.384126
2.369037,2.435799,-2.480624,0.406437,-1.293502
2.335431,2.41299,-2.609974,0.40645,-1.314291
2.299145,2.394744,-2.741403,0.479303,-1.047443
2.254105,2.378415,-2.846147,0.459266,-0.930449
2.20961,2.367104,-2.939192,0.5,-0.72608
2.160309,2.35884,-3.0118,0.46347,-0.560759
2.114208,2.354132,-3.067876,0.482622,-0.552215
2.066003,2.351908,-3.123098,0.478045,-0.60019
2.018209,2.352459,-3.183117,0.5,-0.424776
1.968311,2.355594,-3.225594,0.482564,-0.122959
1.920251,2.359939,-3.23789,0.475987,-0.280836
1.872943,2.36518,-3.265974,0.5,-0.212637
1.823399,2.37191,-3.287237,0.48457,0.062926
1.775433,2.378792,-3.280945,0.472199,0.037853
1.728659,2.385262,-3.27716,0.5,0.23139
1.679044,2.391446,-3.254021,0.47946,0.254617
1.631337,2.396218,-3.228559,0.5,0.054321
1.581515,2.400426,-3.223127,0.4995,0.405423
1.531662,2.403483,-3.182584,0.5,0.215945
1.481686,2.404993,-3.16099,0.495639,0.014783
1.43213,2.405918,-3.159512,0.5,0.164753
1.382133,2.406402,-3.143036,0.498812,0.016179
1.332252,2.406433,-3.141419,0.464906,0.074583
1.285762,2.406252,-3.13396,0.486108,0.024801
1.237153,2.405821,-3.13148,0.5,0.109633
1.187159,2.405041,-3.120517,0.5,0.218688
1.137186,2.403441,-3.098648,0.5,-0.15063
1.087218,2.40167,-3.113711,0.483515,0.17834
1.0389,2.399892,-3.095877,0.486202,-0.119685
0.990318,2.39796,-3.107846,0.5,0.068743
0.940353,2.396102,-3.100971,0.498159,-0.112595
0.890568,2.394359,-3.112231,0.466679,-0.215233
0.843909,2.393491,-3.133754,0.492453,-0.078353
0.794664,2.393298,-3.141589,0.49339,-0.04459
0.745325,2.393408,-3.146048,0.5,-0.001175
0.695326,2.393633,-3.146166,0.5,-0.274537
0.645335,2.394548,-3.173619,0.484677,-0.422886
0.59694,2.397124,-3.215908,0.456323,-0.787868
0.551614,2.4023,-3.294695,0.447593,-0.868881
0.50773,2.411038,-3.381583,0.469414,-0.82085
0.462643,2.424054,-3.463668,0.489905,-0.861621
0.416897,2.441543,-3.54983,0.474318,-1.058629
0.37444,2.46264,-3.655693,0.427053,-1.389559
0.338831,2.486152,-3.794649,0.377395,-1.437117
0.310605,2.511154,-3.938361,0.423482,-1.569261
0.283496,2.543631,-4.095287,0.435069,-1.102099
0.260323,2.580428,-4.205497,0.42347,-1.018236
0.241684,2.618432,-4.30732,0.465276,-1.082178
0.225696,2.662102,-4.415538,0.463502,-0.839442
0.214013,2.706942,-4.499482,0.445704,-0.600462
0.205909,2.750762,-4.559528,0.45946,-0.858677
0.20087,2.796417,-4.645396,0.5,-0.525811
0.198835,2.84637,-4.697977,0.5,-0.383794
0.199074,2.896366,-4.736357,0.5,-0.513325
0.201555,2.946299,-4.787689,0.488451,-0.208966
0.205738,2.994964,-4.808586,0.498986,-0.334733
0.211361,3.044542,-4.842059,0.5,0.187197
0.217362,3.09418,-4.823339,0.5,-0.070716
0.223073,3.143853,-4.830411,0.5,-0.10271
0.229216,3.193474,-4.840682,0.5,0.007288
0.235595,3.243065,-4.839953,0.5,0.383823
0.241002,3.292769,-4.801571,0.5,0.264523
0.244796,3.342623,-4.775119,0.469781,0.19646
0.247281,3.389535,-4.755473,0.493248,0.223033
0.248855,3.438833,-4.733169,0.5,0.216856
0.249352,3.48883,-4.711484,0.5,0.172483
0.248876,3.538827,-4.694235,0.492061,0.226708
0.247425,3.588011,-4.671565,0.493709,0.025829
0.245346,3.637338,-4.668982,0.5,-0.253555
0.24381,3.687313,-4.694337,0.5,0.05819
0.242762,3.737302,-4.688518,0.495802,-0.004594
0.24159,3.786868,-4.688978,0.474311,0.01244
0.24045,3.834285,-4.687734,0.5,-0.023282
0.239276,3.884272,-4.690062,0.489556,-0.066871
0.238347,3.933218,-4.696749,0.5,-0.129089
0.237887,3.983216,-4.709658,0.5,0.050398
0.237625,4.033215,-4.704618,0.5,0.160238
0.236836,4.083208,-4.688594,0.498226,-0.167735
0.236068,4.133025,-4.705368,0.5,0.171683
0.235288,4.183018,-4.688199,0.477887,0.054918
0.234001,4.230789,-4.682708,0.483917,-0.118726
0.232852,4.279167,-4.69458,0.467801,0.07559
0.231842,4.325936,-4.687021,0.5,0.007832
0.230554,4.375919,-4.686238,0.5,0.01595
0.229207,4.425901,-4.684643,0.5,0.012113
0.22779,4.475881,-4.683432,0.478447,-0.084345
0.226606,4.523711,-4.691866,0.475618,-0.170106
1.268885,5.689322,-0.978866,0.44717,-1.463843
1.291035,5.650523,-1.125251,0.415406,-1.270225
1.306511,5.612003,-1.252273,0.440414,-1.17222
1.317823,5.569465,-1.369495,0.481117,-0.755227
1.325655,5.522006,-1.445018,0.469537,-0.646846
1.330035,5.475266,-1.509702,0.479833,-0.568511
1.331602,5.427314,-1.566553,0.495605,-0.265364
1.331154,5.377757,-1.59309,0.5,-0.431532
1.328962,5.327809,-1.636243,0.5,-0.214572
1.325157,5.277955,-1.6577,0.490325,-0.177254
1.320468,5.229148,-1.675426,0.499474,-0.00054
1.315251,5.179474,-1.67548,0.491793,-0.075149
1.309928,5.130584,-1.682994,0.465043,0.155425
1.305081,5.084333,-1.667452,0.5,0.378397
1.301198,5.034487,-1.629612,0.495926,0.214027
1.298813,4.984953,-1.608209,0.5,0.085785
1.297157,4.934981,-1.599631,0.5,0.053725
1.29585,4.884998,-1.594258,0.5,-0.050478
1.29455,4.835015,-1.599306,0.497457,0.347632
1.293997,4.785274,-1.564543,0.496044,0.155228
1.294692,4.735675,-1.54902,0.5,0.305337
1.296544,4.685712,-1.518487,0.5,0.273999
1.299842,4.635822,-1.491087,0.5,0.328945
1.304642,4.586055,-1.458192,0.476324,0.158257
1.310369,4.538769,-1.442366,0.5,0.237197
1.31736,4.489261,-1.418647,0.5,0.220989
1.325483,4.439927,-1.396548,0.5,0.027531
1.33422,4.390696,-1.393795,0.474923,0.000575
1.342583,4.343946,-1.393737,0.5,0.01818
1.351435,4.294735,-1.391919,0.494658,0.108965
1.360501,4.246108,-1.381023,0.5,-0.068065
1.369766,4.196974,-1.387829,0.498563,0.249058
1.379447,4.148068,-1.362923,0.5,0.107186
1.390028,4.0992,-1.352205,0.494738,0.208499
1.401259,4.051019,-1.331355,0.466518,0.065158
1.41247,4.005735,-1.324839,0.5,-0.008903
1.424623,3.957234,-1.325729,0.5,-0.065749
1.436595,3.908688,-1.332304,0.5,-0.204067
